,Unnamed: 0,id,Q2
135,135,469537067815669760,1
136,136,469473561863016448,1
137,137,469345266509029378,1
138,138,469295792251883521,1
139,139,469277897468153856,1
140,140,469241169248280577,1
141,141,469159728698753024,1
142,142,469138711624433665,1
143,143,469106923334561793,1
144,144,468988689184739328,1
145,145,468941082685087745,1
146,146,468930248995012609,1
147,147,468926492194643969,1
148,148,468907540831825920,1
149,149,468894989909774336,1
150,150,468892884654362624,1
151,151,468883342616981507,1
152,152,468813340194906112,1
153,153,468608598713851904,1
154,154,468594234837467136,1
155,155,468487754478014465,1
156,156,468241805436530688,1
157,157,468224869566783488,1
158,158,468135161193062400,1
159,159,468061831127265280,1
160,160,467888464386854913,1
161,161,467862692322365440,1
162,162,467857960799318016,1
163,163,467840382081200128,1
164,164,467830870804811776,1
165,165,467824519223476224,1
166,166,467822518230073344,1
167,167,467802994919354368,1
168,168,467791961697841153,1
169,169,467784827543257088,1
170,170,467709354012323840,1
171,171,467691838540103680,1
172,172,467683962048225281,1
173,173,467667938343149568,1
174,174,467660563569340416,1
175,175,467643371666698240,1
176,176,467497516368265217,1
177,177,467496243988795392,1
178,178,467476243420839938,1
179,179,467427878318395392,1
180,180,467346610108637184,1
181,181,467336166799572992,1
182,182,467247875282706432,1
183,183,467185428207247361,1
184,184,467142529604153344,1
185,185,467138497581969408,1
186,186,467126853258727424,1
187,187,467111787825860608,1
188,188,467097757334126592,1
189,189,467094972421120000,1
190,190,467094140283813888,1
191,191,467093160644972544,1
192,192,466997995394064384,1
193,193,466949665024262146,1
194,194,466917066399047680,1
195,195,466814541289259008,1
196,196,466805373706719233,1
197,197,466804536330690560,1
198,198,466777754789498880,1
199,199,466746643866714112,1
200,200,466617148400762881,1
201,201,466585409762623488,1
202,202,466578658334101504,1
203,203,466478623701344256,1
204,204,466446010202726402,1
205,205,466413431101616128,1
206,206,466400952787161088,1
207,207,466370480061296640,1
208,208,466341098278117376,1
209,209,466317805256990721,1
210,210,466272868431831040,1
211,211,466242412458037248,1
212,212,466104293305905152,1
213,213,466067145861124096,1
214,214,466033465692282880,1
215,215,465968683660365824,1
216,216,465957451888881664,1
217,217,465904190842494976,1
218,218,465896012188758016,1
219,219,465870095794049025,1
220,220,465681945964183553,1
221,221,465660196036296704,1
222,222,465647324560363520,1
223,223,465615191380856833,1
224,224,465573974600990720,1
225,225,465530643657400320,1
226,226,465508523313729536,1
227,227,465375822023385088,1
228,228,465361289410523136,1
229,229,465332761977683968,1
230,230,465324549874405376,1
231,231,465321838735015936,1
232,232,465312146944180226,1
233,233,465300700617256960,1
234,234,465298082356133888,1
235,235,465246344786214913,1
236,236,465226463495864320,1
237,237,465220842058964992,1
238,238,465201581743693824,1
239,239,465189157417922560,1
240,240,465183125581352960,1
241,241,465181118187048961,1
242,242,465180146085814272,1
243,243,465005699014352896,1
244,244,464974284377436160,1
245,245,464940522793345025,1
246,246,464935509702475778,1
247,247,464935067937026048,1
248,248,464924579694403584,1
249,249,464920389626646528,1
250,250,464893099689275392,1
251,251,464825491485392896,1
252,252,464812879628095488,1
253,253,464606615388557313,1
254,254,464553997081526272,1
255,255,464500669614133248,1
256,256,464257032711708673,1
257,257,464255193627254784,1
258,258,464252973838004224,1
259,259,464250624910299136,1
260,260,464230685327507456,1
261,261,464224947221843968,1
262,262,464220482813034496,1
263,263,464200435629584386,1
264,264,464181752857382912,1
265,265,464155603485462529,1
266,266,464138490784280576,1
267,267,464001520569036800,1
268,268,463876581568413696,1
269,269,463871895775899648,1
270,270,463853362761322496,1
271,271,463852555588481024,1
272,272,463847789353385986,1
273,273,463842022785175552,1
274,274,463840438458130432,1
275,275,463838368673984512,1
276,276,463826933742960640,1
277,277,463825014681120769,1
278,278,463814927426146304,1
279,279,463802899760295936,1
280,280,463743959727362048,1
281,281,463721508058460161,1
282,282,463516825587032064,1
283,283,463510565676384256,1
284,284,463497460355444736,1
285,285,463494718773809153,1
286,286,463483521664036865,1
287,287,463472010262097920,1
288,288,463459732398018560,1
289,289,463416113448386561,1
290,290,463396362911219712,1
291,291,463357221053956096,1
292,292,463334491806003200,1
293,293,463332991675023362,1
294,294,463320298805555200,1
295,295,463192447422849025,1
296,296,463133970809753600,1
297,297,463108625859629056,1
298,298,463071515463135233,1
299,299,462979361650376704,1
300,300,462859803610460160,1
301,301,462813353346613248,1
302,302,462786950663905280,1
303,303,462782705269084160,1
304,304,462764754483023872,1
305,305,462758674512244736,1
306,306,462755601123377152,1
307,307,462751794456961024,1
308,308,462749687809081344,1
309,309,462749056486621184,1
310,310,462741800575594496,1
311,311,462711818000297985,1
312,312,462701060650717184,1
313,313,462670545872777216,1
314,314,462656440784920576,1
315,315,462624944254636032,1
316,316,462598909211443200,1
317,317,462592928569753600,1
318,318,462578667089301504,1
319,319,462466171024191488,1
320,320,462463385914077184,1
321,321,462441941981200384,1
322,322,462423664688775169,1
323,323,462413413394567169,1
324,324,462411537190121472,1
325,325,462409512557637633,1
326,326,462406990971801601,1
327,327,462393244106514433,1
328,328,462369886937694208,1
329,329,462368633839054848,1
330,330,462362834371088385,1
331,331,462349867226910720,1
332,332,462309868503072769,1
333,333,462244540192391169,1
334,334,462047890534567936,1
335,335,462034928448720896,1
336,336,461933910004215808,1
337,337,461928306238308352,1
338,338,461866627420545024,1
339,339,461732452801597440,1
340,340,461721857247694848,1
341,341,469356238502121472,1
342,342,469277856422715392,1
343,343,467165067927359488,1
344,344,462661368190353409,1
345,345,472933635302359040,1
346,346,472932793283252224,1
347,347,472926849413427200,1
348,348,472919560421933056,1
349,349,472918004184150018,1
350,350,472916323702685697,1
351,351,472907440410075137,1
352,352,472907151611265024,1
353,353,472902428300705792,1
354,354,472897426022760448,1
355,355,472896726366715905,1
356,356,472892588169891842,1
357,357,472889956101529601,1
358,358,472880095548678144,1
359,359,472875394560192513,1
360,360,472874653867057154,1
361,361,472868411891273728,1
362,362,472865074273861632,1
363,363,472861527490707456,1
364,364,472861032604766208,1
365,365,472853372840992768,1
366,366,472849247306391552,1
367,367,472844792825909248,1
368,368,472844136408969216,1
369,369,472833757251375105,1
370,370,472823770131210240,1
371,371,472810240933912576,1
372,372,472810156716482560,1
373,373,472809409731895296,1
374,374,472808775540572160,1
375,375,472806884383408129,1
376,376,472803541007216640,1
377,377,472799345801449472,1
378,378,472794674315292672,1
379,379,472791032313434112,1
380,380,472790800011902977,1
381,381,472781892446846976,1
382,382,472781180010758145,1
383,383,472779373494677504,1
384,384,472779155080101888,1
385,385,472771498579865600,1
386,386,472766886396977152,1
387,387,472766181015695360,1
388,388,472759274062360576,1
389,389,472756330105548801,1
390,390,472748188123017216,1
391,391,472743637609349120,1
392,392,472742337828110336,1
393,393,472741496337477633,1
394,394,472739554055974912,1
395,395,472733059625025536,1
396,396,472732143974899712,1
397,397,472718613141782528,1
398,398,472707036254175232,1
399,399,472661816838193152,1
400,400,472633101881839616,1
401,401,472619455181500416,1
402,402,472619076008030208,1
403,403,472616405620117504,1
404,404,472613816963186688,1
405,405,472613479099404288,1
406,406,472612027102662656,1
407,407,472609230848286720,1
408,408,472608771618136064,1
409,409,472595010068946944,1
410,410,472594608082681856,1
411,411,472590254960963584,1
412,412,472588401980362752,1
413,413,472586852537741312,1
414,414,472580949612691456,1
415,415,472578687012196352,1
416,416,472577843319545856,1
417,417,472574779120418816,1
418,418,472573392629944320,1
419,419,472568180716879873,1
420,420,472563806938619904,1
421,421,472562766113677312,1
422,422,472562725521215489,1
423,423,472559575049461760,1
424,424,472548426694266880,1
425,425,472541553538637824,1
426,426,472540426420101120,1
427,427,472540273436680192,1
428,428,472538299111071745,1
429,429,472538149109788672,1
430,430,472535848320532480,1
431,431,472535573513895936,1
432,432,472531077580738560,1
433,433,472530984924372992,1
434,434,472530897468928002,1
435,435,472530863633092608,1
436,436,472530436552679424,1
437,437,472524290223800320,1
438,438,472521580141371392,1
439,439,472520763451650049,1
440,440,472520567233724416,1
441,441,472517059247874049,1
442,442,472513777976758272,1
443,443,472512232539324417,1
444,444,472511008058003456,1
445,445,472510042764500992,1
446,446,472509520191975424,1
447,447,472503490410213376,1
448,448,472500783372857344,1
449,449,472499516558409728,1
450,450,472497598897856512,1
451,451,472496238492135425,1
452,452,472495543311409152,1
453,453,472488790393901057,1
454,454,472478010319577088,1
455,455,472476963651981312,1
456,456,472476376239702016,1
457,457,472475022934564865,1
458,458,472473331372134401,1
459,459,472469564455133184,1
460,460,472465749488177152,1
461,461,472465479475683328,1
462,462,472460620995248128,1
463,463,472448464635564032,1
464,464,472444655892570112,1
465,465,472429610932514816,1
466,466,472422272784166913,1
467,467,472420155469737985,1
468,468,472413303864832000,1
469,469,472408466188144640,1
470,470,472401706979176448,1
471,471,472396811744051200,1
472,472,472355214415384576,1
473,473,472355140834713601,1
474,474,472290625275322368,1
475,475,472257238229192705,1
476,476,472251112461176832,1
477,477,472241839379345408,1
478,478,472230960855932928,1
479,479,472224229619154944,1
480,480,472223295639924736,1
481,481,472220579530285056,1
482,482,472219688286826497,1
483,483,472219165202599937,1
484,484,472216559671578624,1
485,485,472205957381246976,1
486,486,472198999731351552,1
487,487,472184747406688256,1
488,488,472174406278868992,1
489,489,472172765106417664,1
490,490,472162210614362112,1
491,491,472158631837073408,1
492,492,472143258165215233,1
493,493,472137322746892289,1
494,494,472134868714131457,1
495,495,472126982084636674,1
496,496,472122124199419904,1
497,497,472118817053999104,1
498,498,472094683418882048,1
499,499,472082992727621632,1
500,500,472064748906110976,1
501,501,472052670761824257,1
502,502,472046985990930432,1
503,503,472037010408894465,1
504,504,472000140329623553,1
505,505,471871090978217985,1
506,506,471858144306409474,1
507,507,471845009181147137,1
508,508,471830152130072576,1
509,509,471829577816612864,1
510,510,471829489409073152,1
511,511,471820952830242816,1
512,512,471819826873511937,1
513,513,471815695991582720,1
514,514,471814351796858880,1
515,515,471809756366376963,1
516,516,471808050215399424,1
517,517,471803210542620672,1
518,518,471792321013776384,1
519,519,471781009340776448,1
520,520,471772860919611394,1
521,521,471759427360813056,1
522,522,471744207649247232,1
523,523,471724840760930305,1
524,524,471705392205271040,1
525,525,471677065138552832,1
526,526,471646107458883584,1
527,527,471633445228404736,1
528,528,471554290033885184,1
529,529,471543822695288832,1
530,530,471533266189959168,1
531,531,471517656101953536,1
532,532,471505740591808512,1
533,533,471505729749532672,1
534,534,471505729749532672,1
535,535,471500540464361472,1
536,536,471494226795319296,1
537,537,471490647182946304,1
538,538,471489507590959104,1
539,539,471483446125023232,1
540,540,471482297389027329,1
541,541,471478630158450688,1
542,542,471457111281389568,1
543,543,471456967412957185,1
544,544,471454316759625728,1
545,545,471435866783895552,1
546,546,471431499133501440,1
547,547,471429305038557185,1
548,548,471425820238413825,1
549,549,471420888550608896,1
550,550,471406077402443776,1
551,551,471401617418616834,1
552,552,471391674992979968,1
553,553,471381204366004224,1
554,554,471377523956523009,1
555,555,471369171725742080,1
556,556,471357967993159680,1
557,557,471354455360028672,1
558,558,471346827720421376,1
559,559,471345969628741632,1
560,560,471338667160911872,1
561,561,471319265396527104,1
562,562,471312811931754498,1
563,563,471280957966675968,1
564,564,471275012213575680,1
565,565,471273943622758401,1
566,566,471266313722011651,1
567,567,471258510786039808,1
568,568,471241249702555648,1
569,569,471203526677651456,1
570,570,471171921686843392,1
571,571,471171409453252608,1
572,572,471158778017357824,1
573,573,471149195433639936,1
574,574,471142528209936385,1
575,575,471141599893020672,1
576,576,471127602741407744,1
577,577,471127341242908672,1
578,578,471122324331433984,1
579,579,471115784866263041,1
580,580,471105106222395392,1
581,581,471099557347328000,1
582,582,471098225752293376,1
583,583,471097360949714944,1
584,584,471094396939542528,1
585,585,471091545832431616,1
586,586,471081942621110272,1
587,587,471080533024595969,1
588,588,471076000584204288,1
589,589,471075434227326976,1
590,590,471070880769273856,1
591,591,471069612109725696,1
592,592,471067272229167104,1
593,593,471067059699613696,1
594,594,471061011881922560,1
595,595,471059215810039808,1
596,596,471056747126616064,1
597,597,471050487307841536,1
598,598,471049692051435520,1
599,599,471047158477512704,1
600,600,471040568840441856,1
601,601,471040279936790528,1
602,602,471031514013392897,1
603,603,471028325335719936,1
604,604,471023925703364608,1
605,605,471013690477936640,1
606,606,471011314241118208,1
607,607,471005020184653824,1
608,608,471003558092214272,1
609,609,470991611132784640,1
610,610,470982090457374720,1
611,611,470981770704211968,1
612,612,470979500453666816,1
613,613,470977267909554176,1
614,614,470970911710277633,1
615,615,470965831854477312,1
616,616,470964938429984768,1
617,617,470960003109912576,1
618,618,470958463045353473,1
619,619,470954323602444288,1
620,620,470953330978865152,1
621,621,470951983621632001,1
622,622,470946915153350656,1
623,623,470940680249180161,1
624,624,470934660009033729,1
625,625,470932761373863936,1
626,626,470920992110694400,1
627,627,470918960926302208,1
628,628,470905947905605632,1
629,629,470850614977900545,1
630,630,470830017006809088,1
631,631,470811403830317058,1
632,632,470803910307758082,1
633,633,470803161989783552,1
634,634,470795755960430592,1
635,635,470779615095844864,1
636,636,470771570957631489,1
637,637,470770219582230529,1
638,638,470767552063602688,1
639,639,470758193346658304,1
640,640,470756253195833344,1
641,641,470754629308153856,1
642,642,470750511642447872,1
643,643,470741965588688896,1
644,644,470736643641851906,1
645,645,470733634480402432,1
646,646,470733573289697280,1
647,647,470731829428101120,1
648,648,470721843109040129,1
649,649,470721843046141953,1
650,650,470716079556141057,1
651,651,470715179563753472,1
652,652,470713326226251777,1
653,653,470704988197761024,1
654,654,470704685972983808,1
655,655,470704405382049792,1
656,656,470704155544547328,1
657,657,470702896783581184,1
658,658,470701688479678464,1
659,659,470701675314163713,1
660,660,470701186505777153,1
661,661,470700999783751680,1
662,662,470690105167208448,1
663,663,470682768696152064,1
664,664,470680092608593921,1
665,665,470677166901178368,1
666,666,470675794705272832,1
667,667,470668759985057792,1
668,668,470662063682236417,1
669,669,470654437417947137,1
670,670,470654351128924163,1
671,671,470633371581046787,1
672,672,470631360575459328,1
673,673,470630310280179712,1
674,674,470627660222459904,1
675,675,470620097149554688,1
676,676,470605596744368128,1
677,677,470605480104960000,1
678,678,470600831104868352,1
679,679,470595189757984768,1
680,680,470584897447682048,1
681,681,470584599743959040,1
682,682,470580420393074688,1
683,683,470580186279608320,1
684,684,470576971165220864,1
685,685,470576403188940800,1
686,686,470560492545908737,1
687,687,470556702191132673,1
688,688,470553205706067970,1
689,689,470516406522765312,1
690,690,470462749747974144,1
691,691,470450242475675648,1
692,692,470439108461215744,1
693,693,470420463538032640,1
694,694,470416519222919169,1
695,695,470413486489866240,1
696,696,470409712907726848,1
697,697,470409247004844032,1
698,698,470408778979246080,1
699,699,470403432885792768,1
700,700,470396586208813057,1
701,701,470392879240994816,1
702,702,470392353669533696,1
703,703,470391548086329344,1
704,704,470389841083920384,1
705,705,470387237801054208,1
706,706,470375131932811264,1
707,707,470372142505553921,1
708,708,470370423494807553,1
709,709,470369442892087296,1
710,710,470368437748105216,1
711,711,470366186610626560,1
712,712,470363746490396672,1
713,713,470363329450758144,1
714,714,470361383646011392,1
715,715,470360442460966913,1
716,716,470359740816445440,1
717,717,470358736088088576,1
718,718,470356945380323329,1
719,719,470354295037362176,1
720,720,470353913011380224,1
721,721,470353047626207232,1
722,722,470352378227863552,1
723,723,470346966539313153,1
724,724,470340400402542592,1
725,725,470333708310814720,1
726,726,470329848259293184,1
727,727,470328807879352320,1
728,728,470326788552679424,1
729,729,470316255447367680,1
730,730,470315899657150464,1
731,731,470315786108555264,1
732,732,470312082395508736,1
733,733,470308417475997697,1
734,734,470306885204455425,1
735,735,470302391460696064,1
736,736,470301742702530561,1
737,737,470297886157471744,1
738,738,470289111241457664,1
739,739,470279291318841344,1
740,740,470279149119340544,1
741,741,470271855535083520,1
742,742,470271803689283585,1
743,743,470267790197141504,1
744,744,470266703318749184,1
745,745,470265295593275393,1
746,746,470258168883601409,1
747,747,470257475674193921,1
748,748,470252096080863232,1
749,749,470241215494242304,1
750,750,470240374536306688,1
751,751,470233601301553152,1
752,752,470228145095077888,1
753,753,470226979384741889,1
754,754,470225721131274240,1
755,755,470220802810732545,1
756,756,470207795363860482,1
757,757,470201261435158528,1
758,758,470191902139383809,1
759,759,470178757614243841,1
760,760,470147538822377473,1
761,761,470094931558948864,1
762,762,470086708483330048,1
763,763,470078367359045632,1
764,764,470072530553016320,1
765,765,470068383619506176,1
766,766,470067998821449728,1
767,767,470056663580684288,1
768,768,470056208175742976,1
769,769,470053784778186752,1
770,770,470045105529712640,1
771,771,470044320737656832,1
772,772,470042559666876417,1
773,773,470040276824637440,1
774,774,470039649457815552,1
775,775,470039565390991361,1
776,776,470038993942642688,1
777,777,470034983613370368,1
778,778,470030415341060097,1
779,779,470029895398359041,1
780,780,470028705096818689,1
781,781,470023901205237761,1
782,782,470023864526065664,1
783,783,470023166203789314,1
784,784,470021179051634688,1
785,785,470020089958653952,1
786,786,470016617116860416,1
787,787,470016192183554049,1
788,788,470001927388819457,1
789,789,470001551638294528,1
790,790,470000970395828224,1
791,791,470000065378263040,1
792,792,469999588737572864,1
793,793,469998626761351168,1
794,794,469997999368966144,1
795,795,469996822723706881,1
796,796,469995324946526208,1
797,797,469989014884204544,1
798,798,469988019685298176,1
799,799,469985364958920705,1
800,800,469984531320434688,1
801,801,469978896721780740,1
802,802,469966301906354176,1
803,803,469962845934088192,1
804,804,469962467448467456,1
805,805,469952110256484352,1
806,806,469950283594743808,1
807,807,469946033322348544,1
808,808,469945246059872257,1
809,809,469931058793029632,1
810,810,469922600656068608,1
811,811,469917284786794496,1
812,812,469913080642957313,1
813,813,469909107869499392,1
814,814,469897900584370176,1
815,815,469894671511334912,1
816,816,469843446031978496,1
817,817,469828071982653440,1
818,818,469821347200516096,1
819,819,469815153018802176,1
820,820,469806706524839936,1
821,821,469799185542565888,1
822,822,469766323971821568,1
823,823,469752658786807808,1
824,824,469724786013528064,1
825,825,469718516523098112,1
826,826,469714541254021120,1
827,827,469707415227998210,1
828,828,469707172020887553,1
829,829,469699604821577728,1
830,830,469695184817893376,1
831,831,469694334699577344,1
832,832,469690419606192128,1
833,833,469687049067692033,1
834,834,469673350164656128,1
835,835,469671503240650752,1
836,836,469657446882242560,1
837,837,469644375686131712,1
838,838,469644285001080833,1
839,839,469638081474084864,1
840,840,469632144223240192,1
841,841,469629124022398977,1
842,842,469629111237754883,1
843,843,469625882475511809,1
844,844,469618959197958145,1
845,845,469616640900861952,1
846,846,469614384101068800,1
847,847,469611212959797248,1
848,848,469610177499783170,1
849,849,469597890391048192,1
850,850,469595125375827968,1
851,851,469587861504032769,1
852,852,469586680664850433,1
853,853,469580354492575744,1
854,854,469577246412652544,1
855,855,469560017684017152,1
856,856,469554135101366273,1
857,857,469546385621397504,1
858,858,469529444697141249,1
859,859,469516771649941504,1
860,860,469493937192042497,1
861,861,469493316971925504,1
862,862,469479090169585665,1
863,863,469476578884608000,1
864,864,469464853061828608,1
865,865,469456285654859778,1
866,866,469449922312294400,1
867,867,469364277854605312,1
868,868,469356754531545088,1
869,869,469343145021300736,1
870,870,469341443619033088,1
871,871,469338651575721984,1
872,872,469327996726546432,1
873,873,469325235628826626,1
874,874,469323518824710144,1
875,875,469320472988221440,1
876,876,469319007741685760,1
877,877,469314790188679168,1
878,878,469308353441959936,1
879,879,469307789060616192,1
880,880,469307699046666240,1
881,881,469305429760421888,1
882,882,469303314161885185,1
883,883,469299183665819648,1
884,884,469295428249591808,1
885,885,469283218969993216,1
886,886,469275375022141440,1
887,887,469272745327751168,1
888,888,469268356147994624,1
889,889,469247259784519680,1
890,890,469225207581122561,1
891,891,469185314716921856,1
892,892,469168580068900864,1
893,893,469164010424635393,1
894,894,469159225504301056,1
895,895,469140959788552192,1
896,896,469136065505542144,1
897,897,469120992304840705,1
898,898,468998367259803649,1
899,899,468989387527557120,1
900,900,468985687165767681,1
901,901,468971951089004545,1
902,902,468957554023084032,1
903,903,468953529919741952,1
904,904,468952670964051968,1
905,905,468923729758920706,1
906,906,468919984480354304,1
907,907,468919931665657856,1
908,908,468918957924442114,1
909,909,468914164107599874,1
910,910,468913619846316033,1
911,911,468913287284154369,1
912,912,468913041455988736,1
913,913,468907969804259328,1
914,914,468901964450123776,1
915,915,468896438685290496,1
916,916,468896346653876224,1
917,917,468893304437100545,1
918,918,468892646245924864,1
919,919,468889952655511553,1
920,920,468888762437873664,1
921,921,468888370362728448,1
922,922,468867377808281601,1
923,923,468866459599667200,1
924,924,468864425882292225,1
925,925,468853703160905729,1
926,926,468840614969085953,1
927,927,468840568500813824,1
928,928,468823677724012544,1
929,929,468820442560876544,1
930,930,468752488020312064,1
931,931,468752250329104384,1
932,932,468725979666337792,1
933,933,468617220361580545,1
934,934,468606874083139584,1
935,935,468603045119787008,1
936,936,468594619572568064,1
937,937,468576291072245760,1
938,938,468569087132844032,1
939,939,468551723163066368,1
940,940,468548111841771520,1
941,941,468545411490529280,1
942,942,468541956856221696,1
943,943,468538461478457344,1
944,944,468537291473170432,1
945,945,468534816326311936,1
946,946,468534711682605056,1
947,947,468534336137199616,1
948,948,468527569009393664,1
949,949,468522371553705984,1
950,950,468514707000000512,1
951,951,468490151002656768,1
952,952,468478330497675264,1
953,953,468458801704624130,1
954,954,468452640419246080,1
955,955,468452330615373825,1
956,956,468451353631940609,1
957,957,468442243515162625,1
958,958,468423309450051584,1
959,959,468415346211565568,1
960,960,468406004561235968,1
961,961,468272803771588608,1
962,962,468270513295745024,1
963,963,468252663000215552,1
964,964,468236649013706752,1
965,965,468224042109915136,1
966,966,468214500525887488,1
967,967,468209947424333824,1
968,968,468196253080100864,1
969,969,468191408697139200,1
970,970,468187686218768384,1
971,971,468180711271596032,1
972,972,468176686832705536,1
973,973,468173699490009088,1
974,974,468167444373446656,1
975,975,468163034280902656,1
976,976,468157903829225472,1
977,977,468153323275976704,1
978,978,468141829981216769,1
979,979,468135612579848192,1
980,980,468130871925829632,1
981,981,468124042273509376,1
982,982,468118993363279872,1
983,983,468110606000615424,1
984,984,468108280275808257,1
985,985,468105919721910272,1
986,986,468102171938930689,1
987,987,468095314050572288,1
988,988,468094646938505217,1
989,989,468089944175828992,1
990,990,468089426409975809,1
991,991,468086825152954368,1
992,992,468083533056319488,1
993,993,468075949251362816,1
994,994,468061381259173888,1
995,995,468060123257384960,1
996,996,468059718616096768,1
997,997,468055204118933504,1
998,998,468048781326688256,1
999,999,468047326427099136,1
1000,1000,468037134969237504,1
1001,1001,468035094322905088,1
1002,1002,468032451181543424,1
1003,1003,468030852631638016,1
1004,1004,468018192544444418,1
1005,1005,468005861521391616,1
1006,1006,467929166181335040,1
1007,1007,467923022230585344,1
1008,1008,467902570741002240,1
1009,1009,467893416572231680,1
1010,1010,467887075375992832,1
1011,1011,467886926918598656,1
1012,1012,467886388621627392,1
1013,1013,467881707660902400,1
1014,1014,467878979899518976,1
1015,1015,467877816668024833,1
1016,1016,467875831772360704,1
1017,1017,467872659221786624,1
1018,1018,467870962332237824,1
1019,1019,467867836749451264,1
1020,1020,467856937603055617,1
1021,1021,467851144019312640,1
1022,1022,467850214267572224,1
1023,1023,467840770011983875,1
1024,1024,467837011072917504,1
1025,1025,467835133093896192,1
1026,1026,467834254165286912,1
1027,1027,467834141946699776,1
1028,1028,467833294294634497,1
1029,1029,467832728839131136,1
1030,1030,467832620794261505,1
1031,1031,467826721191104513,1
1032,1032,467822130789621760,1
1033,1033,467812616786948096,1
1034,1034,467803406954799104,1
1035,1035,467779015793991681,1
1036,1036,467776428193619968,1
1037,1037,467774645786382336,1
1038,1038,467767515624390656,1
1039,1039,467761957215682560,1
1040,1040,467758973605920768,1
1041,1041,467754373633048577,1
1042,1042,467739816063287297,1
1043,1043,467715358539800576,1
1044,1044,467712549497352193,1
1045,1045,467701662074044416,1
1046,1046,467692381077118977,1
1047,1047,467681257007374336,1
1048,1048,467674583920021505,1
1049,1049,467659232155009025,1
1050,1050,467655993162076160,1
1051,1051,467655607911477248,1
1052,1052,467642508756127744,1
1053,1053,467617536159514624,1
1054,1054,467583615032111104,1
1055,1055,467566835747926017,1
1056,1056,467545241218596864,1
1057,1057,467541388800696320,1
1058,1058,467541246232506368,1
1059,1059,467538844154626048,1
1060,1060,467534318005649408,1
1061,1061,467532542804234240,1
1062,1062,467531529896611840,1
1063,1063,467511082954027009,1
