,id,Q1
242,469219748031787009,1
243,469159728698753024,1
244,469138711624433665,1
245,469106923334561793,1
246,468988689184739328,1
247,468952391866667010,1
248,468941082685087745,1
249,468939473720737793,1
250,468931931330326528,1
251,468930248995012609,1
252,468929500655661060,1
253,468926492194643969,1
254,468907540831825920,1
255,468894989909774336,1
256,468893705202839552,1
257,468892884654362624,1
258,468883342616981507,1
259,468813340194906112,1
260,468648918205870080,1
261,468608598713851904,1
262,468594234837467136,1
263,468487754478014465,1
264,468479111002734592,1
265,468478433669177345,1
266,468241805436530688,1
267,468224869566783488,1
268,468198403797958656,1
269,468178666913267713,1
270,468135161193062400,1
271,468120485377884160,1
272,468061831127265280,1
273,467890052882649088,1
274,467888464386854913,1
275,467863319198826496,1
276,467862692322365440,1
277,467857960799318016,1
278,467856408566718465,1
279,467842348609990657,1
280,467840382081200128,1
281,467830870804811776,1
282,467826016074084353,1
283,467824519223476224,1
284,467823416226353153,1
285,467822518230073344,1
286,467805604682432513,1
287,467802994919354368,1
288,467791961697841153,1
289,467784827543257088,1
290,467763072191717376,1
291,467761219345342464,1
292,467746177925271552,1
293,467709354012323840,1
294,467703043887476736,1
295,467691838540103680,1
296,467683962048225281,1
297,467667938343149568,1
298,467660563569340416,1
299,467643371666698240,1
300,467543138887036928,1
301,467529949843173376,1
302,467499681564880896,1
303,467497516368265217,1
304,467496243988795392,1
305,467482220727250945,1
306,467476243420839938,1
307,467468405189386240,1
308,467431052727042048,1
309,467427878318395392,1
310,467379992004161538,1
311,467379061690736640,1
312,467346610108637184,1
313,467336166799572992,1
314,467247875282706432,1
315,467185428207247361,1
316,467149056469635072,1
317,467142529604153344,1
318,467138497581969408,1
319,467136503899254784,1
320,467126853258727424,1
321,467111787825860608,1
322,467111040933965825,1
323,467097757334126592,1
324,467094972421120000,1
325,467094140283813888,1
326,467093160644972544,1
327,467075373420019712,1
328,467064326776713216,1
329,466997995394064384,1
330,466987053226287104,1
331,466949665024262146,1
332,466917066399047680,1
333,466904175054704641,1
334,466814541289259008,1
335,466805373706719233,1
336,466804536330690560,1
337,466789540318175232,1
338,466784031023976450,1
339,466777754789498880,1
340,466746643866714112,1
341,466743431768080384,1
342,466709066128310273,1
343,466666844859146240,1
344,466617148400762881,1
345,466585409762623488,1
346,466578658334101504,1
347,466478623701344256,1
348,466446010202726402,1
349,466413431101616128,1
350,466400952787161088,1
351,466398324032278529,1
352,466389350037868546,1
353,466382944173830144,1
354,466382317024739331,1
355,466370480061296640,1
356,466341098278117376,1
357,466317805256990721,1
358,466304149555281920,1
359,466291524783714304,1
360,466272868431831040,1
361,466266564648771584,1
362,466259833822654464,1
363,466242412458037248,1
364,466104293305905152,1
365,466067145861124096,1
366,466066185411649536,1
367,466054010546307072,1
368,466033465692282880,1
369,466027152073568256,1
370,465971466098720768,1
371,465968683660365824,1
372,465957451888881664,1
373,465911763498958849,1
374,465904190842494976,1
375,465896012188758016,1
376,465870095794049025,1
377,465769015659732992,1
378,465743993943621632,1
379,465681945964183553,1
380,465671440466194432,1
381,465660196036296704,1
382,465647324560363520,1
383,465619851961069568,1
384,465615191380856833,1
385,465607763213946881,1
386,465573974600990720,1
387,465530643657400320,1
388,465508523313729536,1
389,465492375629201408,1
390,465388206289342464,1
391,465375822023385088,1
392,465361289410523136,1
393,465343466902663168,1
394,465332761977683968,1
395,465330329340112896,1
396,465327101638627329,1
397,465326761085906944,1
398,465324549874405376,1
399,465323166978428929,1
400,465321838735015936,1
401,465312146944180226,1
402,465300700617256960,1
403,465298800698216448,1
404,465298082356133888,1
405,465297787908030465,1
406,465296253971349506,1
407,465288065364148224,1
408,465253722453712896,1
409,465246344786214913,1
410,465234468673183744,1
411,465230179711729666,1
412,465226463495864320,1
413,465221167369183232,1
414,465220842058964992,1
415,465201581743693824,1
416,465189157417922560,1
417,465183125581352960,1
418,465181118187048961,1
419,465180146085814272,1
420,465116016545366016,1
421,465005699014352896,1
422,464991180460412928,1
423,464988267428212736,1
424,464982805118586880,1
425,464978757875671041,1
426,464974284377436160,1
427,464965692362862592,1
428,464963280151527424,1
429,464940522793345025,1
430,464935509702475778,1
431,464935067937026048,1
432,464924579694403584,1
433,464920389626646528,1
434,464893099689275392,1
435,464882160688570368,1
436,464825491485392896,1
437,464812879628095488,1
438,464616060172644353,1
439,464606615388557313,1
440,464559202812588033,1
441,464553997081526272,1
442,464549877012529153,1
443,464547616844685313,1
444,464500669614133248,1
445,464464759082196992,1
446,464438240125411328,1
447,464365143917600768,1
448,464277487590313984,1
449,464257032711708673,1
450,464255193627254784,1
451,464252973838004224,1
452,464250624910299136,1
453,464230685327507456,1
454,464224947221843968,1
455,464221181932212224,1
456,464220482813034496,1
457,464217402356813824,1
458,464213623922237441,1
459,464200435629584386,1
460,464181752857382912,1
461,464162807261724672,1
462,464155603485462529,1
463,464138490784280576,1
464,464018912921665536,1
465,464002608202391552,1
466,464001520569036800,1
467,463964845834915840,1
468,463876581568413696,1
469,463871895775899648,1
470,463853362761322496,1
471,463852555588481024,1
472,463847789353385986,1
473,463842022785175552,1
474,463840438458130432,1
475,463838368673984512,1
476,463826933742960640,1
477,463825014681120769,1
478,463814927426146304,1
479,463802899760295936,1
480,463747744793133056,1
481,463743959727362048,1
482,463721508058460161,1
483,463670312861986816,1
484,463561363798130688,1
485,463545062685962240,1
486,463516825587032064,1
487,463512470494396416,1
488,463510565676384256,1
489,463497460355444736,1
490,463495955799883776,1
491,463494718773809153,1
492,463483521664036865,1
493,463480172021575680,1
494,463479150507208705,1
495,463472010262097920,1
496,463459732398018560,1
497,463416113448386561,1
498,463396362911219712,1
499,463369729042694144,1
500,463357221053956096,1
501,463334491806003200,1
502,463332991675023362,1
503,463320298805555200,1
504,463318773777195008,1
505,463192447422849025,1
506,463149255138738176,1
507,463141842389704704,1
508,463133970809753600,1
509,463108625859629056,1
510,463071515463135233,1
511,463019508761112576,1
512,462994914205523968,1
513,462980973098192897,1
514,462979361650376704,1
515,462936820054257664,1
516,462859803610460160,1
517,462831473872371712,1
518,462823781325492224,1
519,462813353346613248,1
520,462808177411915777,1
521,462786950663905280,1
522,462786864215523328,1
523,462782705269084160,1
524,462764754483023872,1
525,462758674512244736,1
526,462755601123377152,1
527,462751794456961024,1
528,462749687809081344,1
529,462749056486621184,1
530,462741800575594496,1
531,462726329285087232,1
532,462718117559668736,1
533,462711818000297985,1
534,462706420052287489,1
535,462703361180303360,1
536,462701060650717184,1
537,462700278329126912,1
538,462697925198348288,1
539,462673611544092673,1
540,462670545872777216,1
541,462666391443632128,1
542,462656440784920576,1
543,462624944254636032,1
544,462604547526230016,1
545,462598909211443200,1
546,462592928569753600,1
547,462578667089301504,1
548,462487093798006784,1
549,462474758320189440,1
550,462473218314731520,1
551,462466171024191488,1
552,462463385914077184,1
553,462441941981200384,1
554,462423664688775169,1
555,462421346610585600,1
556,462413413394567169,1
557,462411537190121472,1
558,462409512557637633,1
559,462406990971801601,1
560,462395947147075584,1
561,462393244106514433,1
562,462392874492231681,1
563,462369886937694208,1
564,462368633839054848,1
565,462365038892683264,1
566,462362834371088385,1
567,462350333679632384,1
568,462349867226910720,1
569,462323500896632832,1
570,462313926261489672,1
571,462310599016591361,1
572,462309868503072769,1
573,462244540192391169,1
574,462214528206643200,1
575,462098726962470914,1
576,462075181771399168,1
577,462066380511383554,1
578,462054184280653824,1
579,462047890534567936,1
580,462038976157995009,1
581,462034928448720896,1
582,461994357034582016,1
583,461978636795777025,1
584,461933910004215808,1
585,461928306238308352,1
586,461890881243844608,1
587,461866627420545024,1
588,461732452801597440,1
589,461723284162502656,1
590,461721857247694848,1
591,461718545634951168,1
592,470784327752892416,1
593,470316307016335360,1
594,463013433164959745,1
595,472946087444353024,1
596,472942579097812993,1
597,472934986144694272,1
598,472933635302359040,1
599,472932793283252224,1
600,472928391746699264,1
601,472928230425391104,1
602,472926849413427200,1
603,472926753741348864,1
604,472920081132167169,1
605,472919560421933056,1
606,472918839211360256,1
607,472918004184150018,1
608,472916323702685697,1
609,472907440410075137,1
610,472907151611265024,1
611,472902428300705792,1
612,472897426022760448,1
613,472896726366715905,1
614,472895637596291072,1
615,472892588169891842,1
616,472892216315490304,1
617,472889956101529601,1
618,472880095548678144,1
619,472875394560192513,1
620,472874653867057154,1
621,472871261505593344,1
622,472870701696045056,1
623,472868411891273728,1
624,472865074273861632,1
625,472861527490707456,1
626,472861032604766208,1
627,472853372840992768,1
628,472849247306391552,1
629,472844792825909248,1
630,472844136408969216,1
631,472841560498118657,1
632,472839082343923712,1
633,472833757251375105,1
634,472823770131210240,1
635,472820479951405056,1
636,472819819851825152,1
637,472816949505040384,1
638,472810240933912576,1
639,472810156716482560,1
640,472809409731895296,1
641,472808775540572160,1
642,472806884383408129,1
643,472803541007216640,1
644,472799345801449472,1
645,472796793269264386,1
646,472794674315292672,1
647,472794236467675136,1
648,472791032313434112,1
649,472790800011902977,1
650,472781892446846976,1
651,472781180010758145,1
652,472779373494677504,1
653,472779155080101888,1
654,472771498579865600,1
655,472766886396977152,1
656,472766181015695360,1
657,472760196146921475,1
658,472759274062360576,1
659,472756975848415232,1
660,472756330105548801,1
661,472753940548042752,1
662,472748188123017216,1
663,472744621366603776,1
664,472743637609349120,1
665,472743033696694272,1
666,472742337828110336,1
667,472741496337477633,1
668,472739554055974912,1
669,472733059625025536,1
670,472732143974899712,1
671,472718613141782528,1
672,472707036254175232,1
673,472706845879308288,1
674,472706244092784640,1
675,472661816838193152,1
676,472633101881839616,1
677,472630896215228416,1
678,472626899479715840,1
679,472621583618805760,1
680,472619725428895744,1
681,472619455181500416,1
682,472619076008030208,1
683,472616405620117504,1
684,472613816963186688,1
685,472613479099404288,1
686,472612027102662656,1
687,472611556921200640,1
688,472609230848286720,1
689,472608771618136064,1
690,472600643325394945,1
691,472595718763327488,1
692,472595010068946944,1
693,472594608082681856,1
694,472594324790992896,1
695,472590254960963584,1
696,472588401980362752,1
697,472587730653028352,1
698,472586852537741312,1
699,472580949612691456,1
700,472579139812491264,1
701,472578687012196352,1
702,472577843319545856,1
703,472574779120418816,1
704,472573392629944320,1
705,472568180716879873,1
706,472563806938619904,1
707,472562766113677312,1
708,472562725521215489,1
709,472559897624985600,1
710,472559575049461760,1
711,472557586152439808,1
712,472555492871786496,1
713,472548426694266880,1
714,472545333616996352,1
715,472541553538637824,1
716,472540426420101120,1
717,472540273436680192,1
718,472538663956799488,1
719,472538649452507136,1
720,472538299111071745,1
721,472538149109788672,1
722,472535848320532480,1
723,472535573513895936,1
724,472531077580738560,1
725,472530984924372992,1
726,472530897468928002,1
727,472530863633092608,1
728,472530436552679424,1
729,472526036266385409,1
730,472524290223800320,1
731,472521580141371392,1
732,472520763451650049,1
733,472520567233724416,1
734,472519020898697216,1
735,472518552055218176,1
736,472517059247874049,1
737,472513777976758272,1
738,472512232539324417,1
739,472511141222961152,1
740,472511008058003456,1
741,472510322952400896,1
742,472510094895501312,1
743,472510042764500992,1
744,472509520191975424,1
745,472507911311089666,1
746,472505961404727296,1
747,472503490410213376,1
748,472500783372857344,1
749,472499899624591360,1
750,472499516558409728,1
751,472497598897856512,1
752,472496238492135425,1
753,472495543311409152,1
754,472495040003338241,1
755,472488790393901057,1
756,472478010319577088,1
757,472476963651981312,1
758,472476376239702016,1
759,472475223405891585,1
760,472475022934564865,1
761,472473331372134401,1
762,472469564455133184,1
763,472465749488177152,1
764,472465479475683328,1
765,472460620995248128,1
766,472448464635564032,1
767,472444655892570112,1
768,472430670267301888,1
769,472429610932514816,1
770,472428056188289025,1
771,472422272784166913,1
772,472420155469737985,1
773,472417742264360960,1
774,472414841194311680,1
775,472413303864832000,1
776,472408466188144640,1
777,472401706979176448,1
778,472396811744051200,1
779,472394321929318402,1
780,472386001030365184,1
781,472355214415384576,1
782,472355140834713601,1
783,472342882301784064,1
784,472290625275322368,1
785,472268785207226368,1
786,472259313944502273,1
787,472257238229192705,1
788,472251112461176832,1
789,472241839379345408,1
790,472232266731507712,1
791,472230960855932928,1
792,472224648340713472,1
793,472224504274747392,1
794,472224229619154944,1
795,472223295639924736,1
796,472222828641914881,1
797,472220579530285056,1
798,472219688286826497,1
799,472219165202599937,1
800,472218620698066944,1
801,472216559671578624,1
802,472205957381246976,1
803,472205304466505728,1
804,472200163520679936,1
805,472198999731351552,1
806,472196057750056961,1
807,472194120283611136,1
808,472189115442954240,1
809,472184747406688256,1
810,472181621425459200,1
811,472174406278868992,1
812,472172765106417664,1
813,472162210614362112,1
814,472158631837073408,1
815,472149967059304451,1
816,472143258165215233,1
817,472137322746892289,1
818,472134868714131457,1
819,472126982084636674,1
820,472122124199419904,1
821,472118817053999104,1
822,472118186008002560,1
823,472098448896823296,1
824,472094683418882048,1
825,472090180741234688,1
826,472089495584931840,1
827,472087031712317441,1
828,472082992727621632,1
829,472080141074833408,1
830,472076456520978432,1
831,472064748906110976,1
832,472056269013258240,1
833,472052670761824257,1
834,472048137549668352,1
835,472046985990930432,1
836,472037010408894465,1
837,472018198960025600,1
838,472004391529365504,1
839,472000140329623553,1
840,471891198106296321,1
841,471883719817445376,1
842,471871633917882369,1
843,471871090978217985,1
844,471861891237568512,1
845,471858144306409474,1
846,471845009181147137,1
847,471841653054263296,1
848,471830152130072576,1
849,471829577816612864,1
850,471829489409073152,1
851,471822126752620544,1
852,471820952830242816,1
853,471819826873511937,1
854,471815695991582720,1
855,471814351796858880,1
856,471812946142957568,1
857,471809756366376963,1
858,471808050215399424,1
859,471807079787687936,1
860,471806658142695427,1
861,471803210542620672,1
862,471792321013776384,1
863,471781009340776448,1
864,471776217973403648,1
865,471772860919611394,1
866,471769900579446784,1
867,471768816850989056,1
868,471766134757527553,1
869,471761203077722112,1
870,471759427360813056,1
871,471744207649247232,1
872,471730974477549568,1
873,471724840760930305,1
874,471705392205271040,1
875,471705364652904448,1
876,471703588113498112,1
877,471677065138552832,1
878,471676785323945984,1
879,471652202285895681,1
880,471646107458883584,1
881,471637316961054720,1
882,471633445228404736,1
883,471554290033885184,1
884,471543822695288832,1
885,471533266189959168,1
886,471517656101953536,1
887,471510582588604416,1
888,471509849940180992,1
889,471505740591808512,1
890,471505729749532672,1
891,471505729749532672,1
892,471504684835151872,1
893,471500540464361472,1
894,471494226795319296,1
895,471490647182946304,1
896,471489507590959104,1
897,471484366477348865,1
898,471483446125023232,1
899,471482297389027329,1
900,471478878457065472,1
901,471478630158450688,1
902,471477496480038912,1
903,471477394013192192,1
904,471471140133949440,1
905,471465644358397952,1
906,471464286603460609,1
907,471457111281389568,1
908,471456967412957185,1
909,471454316759625728,1
910,471450127354171392,1
911,471449231623204866,1
912,471448421849903104,1
913,471435866783895552,1
914,471431499133501440,1
915,471429305038557185,1
916,471425820238413825,1
917,471420888550608896,1
918,471420276740067328,1
919,471416437148364800,1
920,471412426135453698,1
921,471406077402443776,1
922,471401617418616834,1
923,471398851849760768,1
924,471391674992979968,1
925,471381204366004224,1
926,471377523956523009,1
927,471369171725742080,1
928,471357967993159680,1
929,471356200828014593,1
930,471354455360028672,1
931,471346827720421376,1
932,471345969628741632,1
933,471338667160911872,1
934,471325545788342273,1
935,471319265396527104,1
936,471312811931754498,1
937,471312746018258944,1
938,471308955462139906,1
939,471292041935474688,1
940,471280957966675968,1
941,471275012213575680,1
942,471273943622758401,1
943,471266313722011651,1
944,471258510786039808,1
945,471241249702555648,1
946,471241137228087296,1
947,471203526677651456,1
948,471176058688262144,1
949,471171921686843392,1
950,471171409453252608,1
951,471158778017357824,1
952,471149195433639936,1
953,471142528209936385,1
954,471141897080438784,1
955,471141599893020672,1
956,471132653530271745,1
957,471127602741407744,1
958,471127341242908672,1
959,471127186985222145,1
960,471122324331433984,1
961,471117419055185920,1
962,471115784866263041,1
963,471115658223034368,1
964,471106466829836290,1
965,471105106222395392,1
966,471099557347328000,1
967,471098225752293376,1
968,471097360949714944,1
969,471096934636478464,1
970,471094396939542528,1
971,471091545832431616,1
972,471083602323988481,1
973,471081942621110272,1
974,471080533024595969,1
975,471079942810501120,1
976,471076000584204288,1
977,471075434227326976,1
978,471072335601360897,1
979,471072228403318784,1
980,471070880769273856,1
981,471069612109725696,1
982,471067272229167104,1
983,471067059699613696,1
984,471061011881922560,1
985,471059215810039808,1
986,471056747126616064,1
987,471050487307841536,1
988,471050291207741440,1
989,471049692051435520,1
990,471047158477512704,1
991,471040568840441856,1
992,471040279936790528,1
993,471038975927652352,1
994,471031514013392897,1
995,471028325335719936,1
996,471027669413294080,1
997,471026184726540288,1
998,471023925703364608,1
999,471013690477936640,1
1000,471011314241118208,1
1001,471010654913302528,1
1002,471005020184653824,1
1003,471003558092214272,1
1004,470998709179015169,1
1005,470991611132784640,1
1006,470982593807003648,1
1007,470982090457374720,1
1008,470981770704211968,1
1009,470979500453666816,1
1010,470977267909554176,1
1011,470970911710277633,1
1012,470966562883903490,1
1013,470966405668827136,1
1014,470966366166872064,1
1015,470965831854477312,1
1016,470964938429984768,1
1017,470964010310201345,1
1018,470960003109912576,1
1019,470958463045353473,1
1020,470955636155768832,1
1021,470954323602444288,1
1022,470953330978865152,1
1023,470951983621632001,1
1024,470946915153350656,1
1025,470942796644630528,1
1026,470940680249180161,1
1027,470940183895224320,1
1028,470935106237259776,1
1029,470934660009033729,1
1030,470932761373863936,1
1031,470929324804423680,1
1032,470920992110694400,1
1033,470918960926302208,1
1034,470908932685574144,1
1035,470905947905605632,1
1036,470850614977900545,1
1037,470830017006809088,1
1038,470817419410550784,1
1039,470811403830317058,1
1040,470805882692198400,1
1041,470803910307758082,1
1042,470803161989783552,1
1043,470795755960430592,1
1044,470794038464233472,1
1045,470791080330682368,1
1046,470788999188316160,1
1047,470781462128914432,1
1048,470781002001166336,1
1049,470779615095844864,1
1050,470772998547730432,1
1051,470771570957631489,1
1052,470770261135196161,1
1053,470770219582230529,1
1054,470767552063602688,1
1055,470762631427813376,1
1056,470760549094268928,1
1057,470758193346658304,1
1058,470756253195833344,1
1059,470754629308153856,1
1060,470752475411402752,1
1061,470750511642447872,1
1062,470744354735542272,1
1063,470742397266440192,1
1064,470741965588688896,1
1065,470736643641851906,1
1066,470733634480402432,1
1067,470733573289697280,1
1068,470731829428101120,1
1069,470725726031724544,1
1070,470724258780688386,1
1071,470723703815536641,1
1072,470721843109040129,1
1073,470721843046141953,1
1074,470716079556141057,1
1075,470715179563753472,1
1076,470714134087352320,1
1077,470713326226251777,1
1078,470704988197761024,1
1079,470704685972983808,1
1080,470704405382049792,1
1081,470704155544547328,1
1082,470702896783581184,1
1083,470701688479678464,1
1084,470701675314163713,1
1085,470701186505777153,1
1086,470700999783751680,1
1087,470690105167208448,1
1088,470682768696152064,1
1089,470682463925071872,1
1090,470680092608593921,1
1091,470677166901178368,1
1092,470676216446734336,1
1093,470675794705272832,1
1094,470674972432936962,1
1095,470668759985057792,1
1096,470666085604130816,1
1097,470662063682236417,1
1098,470660057722793984,1
1099,470659467403886592,1
1100,470657856421650432,1
1101,470654437417947137,1
1102,470654351128924163,1
1103,470650448350031872,1
1104,470641537760886784,1
1105,470637758693003265,1
1106,470633371581046787,1
1107,470631360575459328,1
1108,470630310280179712,1
1109,470629752890724352,1
1110,470627660222459904,1
1111,470620097149554688,1
1112,470612236550291457,1
1113,470605596744368128,1
1114,470605480104960000,1
1115,470602700628193282,1
1116,470600831104868352,1
1117,470600510555561984,1
1118,470597747322945536,1
1119,470595189757984768,1
1120,470587608830345216,1
1121,470584897447682048,1
1122,470584599743959040,1
1123,470582863348658176,1
1124,470580420393074688,1
1125,470580186279608320,1
1126,470576971165220864,1
1127,470576403188940800,1
1128,470563966003843074,1
1129,470561335148027904,1
1130,470560492545908737,1
1131,470556702191132673,1
1132,470553205706067970,1
1133,470516406522765312,1
1134,470491786721624065,1
1135,470462749747974144,1
1136,470450242475675648,1
1137,470449843526045696,1
1138,470439108461215744,1
1139,470435936463908864,1
1140,470422610900434945,1
1141,470421538123304961,1
1142,470421283638099968,1
1143,470420463538032640,1
1144,470416519222919169,1
1145,470414874871201792,1
1146,470413684532314113,1
1147,470413486489866240,1
1148,470412176298377216,1
1149,470410960855789568,1
1150,470409712907726848,1
1151,470409247004844032,1
1152,470408778979246080,1
1153,470406848575963137,1
1154,470406257204269057,1
1155,470403432885792768,1
1156,470399669341007872,1
1157,470398878295289856,1
1158,470397018783768577,1
1159,470396586208813057,1
1160,470396323171401728,1
1161,470392879240994816,1
1162,470392353669533696,1
1163,470391548086329344,1
1164,470389841083920384,1
1165,470387237801054208,1
1166,470386005178974208,1
1167,470383915572936704,1
1168,470380162799132672,1
1169,470375131932811264,1
1170,470372142505553921,1
1171,470370423494807553,1
1172,470369442892087296,1
1173,470368437748105216,1
1174,470368360882925568,1
1175,470366186610626560,1
1176,470363746490396672,1
1177,470363329450758144,1
1178,470361383646011392,1
1179,470360442460966913,1
1180,470359740816445440,1
1181,470359268903104512,1
1182,470358736088088576,1
1183,470356945380323329,1
1184,470354295037362176,1
1185,470353913011380224,1
1186,470353047626207232,1
1187,470352378227863552,1
1188,470346966539313153,1
1189,470342446405406720,1
1190,470341734040600576,1
1191,470340400402542592,1
1192,470340154427596801,1
1193,470336763660357632,1
1194,470335791777218560,1
1195,470333708310814720,1
1196,470331906408845312,1
1197,470329848259293184,1
1198,470328807879352320,1
1199,470326788552679424,1
1200,470316255447367680,1
1201,470315899657150464,1
1202,470315786108555264,1
1203,470314143384604672,1
1204,470312082395508736,1
1205,470310444406935553,1
1206,470308417475997697,1
1207,470306885204455425,1
1208,470302391460696064,1
1209,470301742702530561,1
1210,470299658754211840,1
1211,470299370848391168,1
1212,470297886157471744,1
1213,470289527920009217,1
1214,470289111241457664,1
1215,470287664642818048,1
1216,470279379936116736,1
1217,470279291318841344,1
1218,470279149119340544,1
1219,470271855535083520,1
1220,470271803689283585,1
1221,470267790197141504,1
1222,470266703318749184,1
1223,470265295593275393,1
1224,470258168883601409,1
1225,470257475674193921,1
1226,470252096080863232,1
1227,470249569771876354,1
1228,470248875002179584,1
1229,470241215494242304,1
1230,470240374536306688,1
1231,470239331488002048,1
1232,470233601301553152,1
1233,470228145095077888,1
1234,470226979384741889,1
1235,470225721131274240,1
1236,470220802810732545,1
1237,470214956731092992,1
1238,470207795363860482,1
1239,470203251271294976,1
1240,470201261435158528,1
1241,470191902139383809,1
1242,470178757614243841,1
1243,470147538822377473,1
1244,470135562016673792,1
1245,470107793794805760,1
1246,470095617327652864,1
1247,470094931558948864,1
